loss,acc,recall_1,precision_1,auc_1,true_positives_1,true_negatives_1,false_negatives_1,false_positives_1,val_loss,val_acc,val_recall_1,val_precision_1,val_auc_1,val_true_positives_1,val_true_negatives_1,val_false_negatives_1,val_false_positives_1
0.0003064493357669562,0.9998225569725037,0.9998225569725037,0.9998225569725037,0.9999998807907104,11268.0,11268.0,2.0,2.0,0.0025770196225494146,0.9989354014396667,0.9989354014396667,0.9989354014396667,0.9999958872795105,2815.0,2815.0,3.0,3.0
4.133348193136044e-05,1.0,1.0,1.0,1.0,11270.0,11270.0,0.0,0.0,0.0025438203010708094,0.9989354014396667,0.9989354014396667,0.9989354014396667,0.9999960660934448,2815.0,2815.0,3.0,3.0
0.0002102567086694762,0.9999112486839294,0.9999112486839294,0.9999112486839294,1.0,11269.0,11269.0,1.0,1.0,0.001927785575389862,0.9992902874946594,0.9992902874946594,0.9992902874946594,0.9999979734420776,2816.0,2816.0,2.0,2.0
0.0005082818679511547,0.9998225569725037,0.9998225569725037,0.9998225569725037,1.0,11268.0,11268.0,2.0,2.0,0.001112242229282856,0.9996451139450073,0.9996451139450073,0.9996451139450073,0.9999996423721313,2817.0,2817.0,1.0,1.0
0.00011561720020836219,1.0,1.0,1.0,1.0,11270.0,11270.0,0.0,0.0,3.235308395233005e-05,1.0,1.0,1.0,1.0,2818.0,2818.0,0.0,0.0
5.1357066695345566e-05,1.0,1.0,1.0,1.0,11270.0,11270.0,0.0,0.0,8.920270033740962e-07,1.0,1.0,1.0,1.0,2818.0,2818.0,0.0,0.0
1.584217716299463e-05,1.0,1.0,1.0,1.0,11270.0,11270.0,0.0,0.0,1.0000289876188617e-06,1.0,1.0,1.0,1.0,2818.0,2818.0,0.0,0.0
3.835352799796965e-06,1.0,1.0,1.0,1.0,11270.0,11270.0,0.0,0.0,1.3854953522240976e-06,1.0,1.0,1.0,1.0,2818.0,2818.0,0.0,0.0
0.006475858390331268,0.9988464713096619,0.9988464713096619,0.9988464713096619,0.9996392130851746,11257.0,11257.0,13.0,13.0,6.9790730476379395,0.5308729410171509,0.5308729410171509,0.5308729410171509,0.5317284464836121,1496.0,1496.0,1322.0,1322.0
0.001212171628139913,0.9996450543403625,0.9996450543403625,0.9996450543403625,0.9999990463256836,11266.0,11266.0,4.0,4.0,0.12608861923217773,0.9847409725189209,0.9847409725189209,0.9847409725189209,0.990889310836792,2775.0,2775.0,43.0,43.0
0.0020910853054374456,0.9995563626289368,0.9995563626289368,0.9995563626289368,0.999910295009613,11265.0,11265.0,5.0,5.0,0.7239241003990173,0.9279630780220032,0.9279630780220032,0.9279630780220032,0.9440968036651611,2615.0,2615.0,203.0,203.0
7.763372559566051e-05,1.0,1.0,1.0,1.0,11270.0,11270.0,0.0,0.0,0.5739931464195251,0.943222165107727,0.943222165107727,0.943222165107727,0.9559616446495056,2658.0,2658.0,160.0,160.0
1.240937490365468e-05,1.0,1.0,1.0,1.0,11270.0,11270.0,0.0,0.0,0.5523465275764465,0.943222165107727,0.943222165107727,0.943222165107727,0.9580228924751282,2658.0,2658.0,160.0,160.0
0.0016390782548114657,0.9997338056564331,0.9997338056564331,0.9997338056564331,0.9998223185539246,11267.0,11267.0,3.0,3.0,2.107320547103882,0.8282470107078552,0.8282470107078552,0.8282470107078552,0.843770444393158,2334.0,2334.0,484.0,484.0
0.014972561970353127,0.9978704452514648,0.9978704452514648,0.9978704452514648,0.9991940259933472,11246.0,11246.0,24.0,24.0,0.12127353996038437,0.989354133605957,0.989354133605957,0.989354133605957,0.9910915493965149,2788.0,2788.0,30.0,30.0
0.0014350500423461199,0.9999112486839294,0.9999112486839294,0.9999112486839294,0.999911367893219,11269.0,11269.0,1.0,1.0,0.4343991279602051,0.9531582593917847,0.9531582593917847,0.9531582593917847,0.9667716026306152,2686.0,2686.0,132.0,132.0
0.004671164322644472,0.999023973941803,0.999023973941803,0.999023973941803,0.9996423721313477,11259.0,11259.0,11.0,11.0,0.7583231925964355,0.9226401448249817,0.9226401448249817,0.9226401448249817,0.9406418204307556,2600.0,2600.0,218.0,218.0
0.0009380252449773252,0.9998225569725037,0.9998225569725037,0.9998225569725037,0.9999111294746399,11268.0,11268.0,2.0,2.0,0.38242706656455994,0.9599006175994873,0.9599006175994873,0.9599006175994873,0.9698712825775146,2705.0,2705.0,113.0,113.0
2.579975625849329e-05,1.0,1.0,1.0,1.0,11270.0,11270.0,0.0,0.0,0.3835523724555969,0.9613201022148132,0.9613201022148132,0.9613201022148132,0.969240665435791,2709.0,2709.0,109.0,109.0
0.0003762050182558596,0.9999112486839294,0.9999112486839294,0.9999112486839294,0.9999999403953552,11269.0,11269.0,1.0,1.0,0.24846169352531433,0.9669978618621826,0.9669978618621826,0.9669978618621826,0.9794064164161682,2725.0,2725.0,93.0,93.0
0.00045084673911333084,0.9997338056564331,0.9997338056564331,0.9997338056564331,0.9999998807907104,11267.0,11267.0,3.0,3.0,0.003168286755681038,0.9985805749893188,0.9985805749893188,0.9985805749893188,0.9999972581863403,2814.0,2814.0,4.0,4.0
2.9092248951201327e-05,1.0,1.0,1.0,1.0,11270.0,11270.0,0.0,0.0,0.010437891818583012,0.9964513778686523,0.9964513778686523,0.9964513778686523,0.9992641806602478,2808.0,2808.0,10.0,10.0
9.349752508569509e-05,1.0,1.0,1.0,1.0,11270.0,11270.0,0.0,0.0,0.003193891840055585,0.9989354014396667,0.9989354014396667,0.9989354014396667,0.9999958276748657,2815.0,2815.0,3.0,3.0
2.7145464628119953e-05,1.0,1.0,1.0,0.9999999403953552,11270.0,11270.0,0.0,0.0,0.0014681998873129487,0.9992902874946594,0.9992902874946594,0.9992902874946594,0.9999989867210388,2816.0,2816.0,2.0,2.0
3.24763786920812e-05,1.0,1.0,1.0,1.0,11270.0,11270.0,0.0,0.0,0.001106388634070754,0.9992902874946594,0.9992902874946594,0.9992902874946594,0.9999992251396179,2816.0,2816.0,2.0,2.0
8.781588257988915e-05,1.0,1.0,1.0,1.0,11270.0,11270.0,0.0,0.0,0.00025830103550106287,1.0,1.0,1.0,1.0,2818.0,2818.0,0.0,0.0
1.8040451323031448e-05,1.0,1.0,1.0,1.0,11270.0,11270.0,0.0,0.0,0.000251846358878538,1.0,1.0,1.0,1.0,2818.0,2818.0,0.0,0.0
5.884997449356888e-07,1.0,1.0,1.0,1.0,11270.0,11270.0,0.0,0.0,0.00011778755288105458,1.0,1.0,1.0,1.0,2818.0,2818.0,0.0,0.0
